	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.4906	0	0	0	0	0	0	0	0	0	0	10	0	9	0	0	0	0	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	9	0	0	9	0	15	0
ASV.4907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	9	10	0	0	0	0	0	0	0	0	0
ASV.4908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
ASV.4909	58	0	0	0	61	0	0	0	0	0	0	87	76	53	48	58	0	146	0	104	64	0	145	68	86	0	0	0	0	0	101	0	0	0	0	0	73	58	0	0	0	0
ASV.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV.4910	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4911	0	0	0	0	0	18	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	14	0	0	0	0	0	0	0	15	0	0	62
ASV.4912	0	8	17	0	14	15	0	0	0	0	0	0	6	11	5	0	11	0	0	0	14	14	9	15	0	0	0	0	0	0	0	0	0	0	0	20	6	3	0	0	0	0
ASV.4913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4915	0	0	0	0	0	120	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	1211	0	135	996	0	63	0	66	0	0	0	0	0	0	0	0	0
ASV.4916	142	99	35	43	26	32	28	34	38	23	32	38	10	36	22	26	16	49	29	44	38	35	39	78	56	44	34	22	17	41	24	38	0	50	29	22	60	33	45	23	60	33
ASV.4917	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	5	0	6	0	0	5	0	0	0	0	0
ASV.4919	0	0	0	26	0	0	0	0	33	0	45	0	0	0	34	38	0	39	0	0	0	17	22	0	0	0	0	0	0	0	0	25	0	25	15	31	0	0	38	0	17	19
ASV.492	51	61	63	74	0	0	87	61	0	19	54	36	0	0	0	71	42	127	52	76	57	83	67	0	30	30	0	56	29	0	0	0	0	64	0	55	80	63	59	0	50	46
ASV.4920	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.4921	9	13	0	0	0	0	14	16	0	0	0	0	3	0	14	17	0	30	9	17	5	11	0	0	0	0	18	8	5	0	16	0	0	31	0	0	0	0	0	5	0	0
ASV.4922	0	0	0	0	0	0	28	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	18	26	17	0	0	20	32	24	0	0	0	0	13	0	0	0
ASV.4923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	26	0
ASV.4924	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	82	0	0	0	13	13	0	0	0	2	0	0	0	0
ASV.4925	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4926	0	7	11	5	0	0	6	10	0	10	8	6	0	0	0	0	0	9	9	0	0	6	0	7	7	10	7	0	0	0	0	10	14	9	2	0	0	0	27	0	0	0
ASV.4927	0	54	205	19	13	20	0	0	0	0	0	74	0	22	30	0	0	14	0	0	31	0	34	93	0	0	0	0	4	0	38	0	0	0	0	0	0	0	0	0	18	13
ASV.4928	0	8	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	5	0
ASV.4929	30	6	18	8	60	14	0	0	0	0	0	17	0	0	8	11	8	15	5	0	5	13	0	12	20	12	0	9	0	0	15	0	0	0	15	15	23	11	0	11	0	0
ASV.493	0	0	0	0	0	0	35	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	24	0	0	0	0	0	0	0	0	0	0	0
ASV.4930	0	0	0	0	2	0	0	4	7	0	2	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	3	0	0	0	4	0	0
ASV.4931	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	9	0	24	0	0	0	0	12
ASV.4932	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV.4933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0
ASV.4934	34	33	39	0	14	0	0	0	0	0	0	0	19	14	31	9	0	24	0	10	27	27	0	17	21	0	0	9	0	0	43	0	0	11	10	29	54	48	0	47	62	21
ASV.4935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	17
ASV.4936	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV.4937	36	69	54	34	30	32	0	0	0	0	0	34	35	42	26	85	53	109	0	66	62	42	30	69	41	0	0	0	0	0	49	0	0	0	14	54	53	25	0	46	30	34
ASV.4938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4939	125	132	150	220	255	170	258	238	125	86	118	163	97	176	90	97	136	169	184	149	164	150	117	249	54	424	156	338	261	343	212	151	210	253	161	241	94	234	229	138	93	234
ASV.494	0	0	0	0	0	0	24	56	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	21	0	0	53	227	0	0	0	0	0	13	0	0	0
ASV.4940	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4941	0	0	0	11	0	0	0	0	0	10	0	0	0	28	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.4942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4943	0	0	53	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	39	0	0	0	0	0	9	0	0	0	0	0
ASV.4944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	5	63	0	0	0	0	0	0	21	0	0	0	0	17	0	0	10	0	68	0	0	20
ASV.4945	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	3	0
ASV.4946	0	0	0	0	25	58	0	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV.4947	82	78	79	85	34	30	0	0	0	0	0	47	20	43	50	95	42	158	30	97	91	45	98	49	151	0	0	0	0	0	61	0	0	0	15	48	152	103	0	74	108	61
ASV.4948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	71	0	0	0	0	0	152	0	0	0
ASV.4949	22	0	46	30	38	25	43	55	18	0	0	43	16	54	11	12	11	0	28	16	19	34	29	29	10	117	0	18	45	24	42	0	90	27	30	27	10	14	0	9	0	26
ASV.495	50	36	18	22	0	18	15	0	0	0	14	23	0	20	24	25	17	28	0	39	29	0	0	30	33	0	12	0	0	0	0	0	0	23	0	0	30	0	17	0	31	0
ASV.4950	0	0	0	0	0	0	21	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4951	0	0	73	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	23	29	0	0	0	13	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV.4952	0	0	0	0	0	0	91	60	65	24	45	0	0	0	0	0	0	0	39	0	33	0	0	0	0	165	36	105	80	26	0	60	87	0	0	0	0	0	86	0	0	0
ASV.4953	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV.4954	18	0	14	0	12	0	0	0	0	0	0	0	0	0	0	6	6	11	0	0	0	0	5	0	9	0	0	7	0	0	8	0	0	0	0	0	0	0	10	0	8	0
ASV.4955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4956	0	0	0	0	0	0	0	19	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4957	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4958	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	5	0	0	0	0	0	0
ASV.4959	22	22	25	32	31	29	40	60	58	24	37	58	52	27	15	36	16	56	34	37	36	39	42	38	0	81	42	56	29	57	47	52	58	51	41	22	39	47	78	18	0	28
ASV.496	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
ASV.4960	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV.4961	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	3	0	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	14	0	4	0
ASV.4962	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	6	0	0	0	0	0
ASV.4963	46	0	28	75	33	11	57	15	6	22	0	11	0	20	34	22	0	29	0	32	6	8	11	0	27	12	0	242	73	19	13	8	0	0	0	8	24	55	0	29	19	59
ASV.4964	0	0	0	0	0	0	14	16	11	0	19	0	0	0	0	0	0	0	13	0	0	0	0	0	0	23	13	10	8	0	0	0	13	20	0	0	0	0	0	0	0	0
ASV.4965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.4966	13	0	0	17	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	9	0	0	15	0	0	0	13	0	0	0	16	12	0	0
ASV.4967	41	8	0	0	0	0	12	31	14	0	21	0	0	0	0	25	0	0	0	20	11	0	0	43	13	52	39	29	19	17	24	16	62	27	0	19	28	12	59	38	0	0
ASV.4968	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
ASV.4969	39	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.497	29	22	35	54	14	0	29	61	0	0	24	0	24	37	0	51	28	34	20	33	30	15	28	43	0	21	44	25	0	51	54	0	20	51	11	55	68	55	50	46	0	39
ASV.4970	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	36	22	106	16	0	0	45	0	0	0	0	0	0	0	0	0	0
ASV.4971	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4972	0	0	0	0	0	0	0	14	36	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	30	14	0	0	0	18	26	30	0	0	0	0	41	0	0	0
ASV.4973	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	12	13	0	0	15	0	0	0	17	0	0	11	0	0	0	0	15	0	0	0	0	8	0	0	0
ASV.4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3
ASV.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	96
ASV.4976	18	0	0	0	0	0	0	14	0	0	21	0	0	0	7	0	0	40	12	0	0	0	0	0	0	0	13	5	0	0	0	0	0	25	0	0	0	0	0	0	17	0
ASV.4977	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	12	0	0	0	0	0	0	0	0
ASV.4978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV.4979	0	33	67	33	74	47	83	73	0	0	0	66	46	62	30	25	27	54	51	33	0	52	56	48	20	47	15	116	27	87	75	23	0	31	48	24	14	43	57	34	22	135
ASV.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV.4980	0	0	0	0	0	0	53	101	45	18	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	43	31	42	31	38	0	86	42	41	0	0	0	9	50	0	0	0
ASV.4981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	5	0	0	0	0	17
ASV.4982	0	0	0	0	17	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.4983	39	48	116	95	36	95	0	80	34	0	0	79	43	69	18	0	42	42	43	46	35	75	71	33	76	79	0	31	0	22	71	0	0	31	0	25	25	49	53	0	33	40
ASV.4984	0	19	0	14	19	7	25	18	14	24	24	12	17	18	8	19	8	25	0	48	18	10	14	0	0	19	17	19	6	15	0	14	7	26	0	0	0	0	17	10	8	6
ASV.4985	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	34	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
ASV.4986	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4987	136	54	241	33	468	211	98	174	335	35	100	69	51	54	82	194	49	72	79	66	199	137	232	22	85	110	102	120	74	24	733	127	39	49	84	107	320	160	129	11	33	67
ASV.4988	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4989	0	0	15	0	0	0	0	0	11	0	31	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	8	0	0	0
ASV.499	0	0	0	0	0	0	30	48	37	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	42	26	0	315	41	54	0	0	0	0	0	0	22	0	0
ASV.4990	0	18	0	0	10	0	0	0	0	0	0	0	0	0	9	67	20	29	0	12	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0
ASV.4991	0	32	18	0	0	0	0	0	0	0	0	0	0	0	8	32	0	25	0	27	0	13	7	16	21	0	0	0	0	0	0	15	0	22	0	12	19	11	0	6	19	0
ASV.4992	0	4	0	0	0	0	0	9	0	0	14	11	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	19	0	0	0	10	7	0	0	7	0	0	0	0
ASV.4993	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	24	0	6	0	0	0	0	0	0	0	0
ASV.4994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4995	24	13	30	7	20	31	0	0	0	0	0	45	8	0	19	71	74	0	0	0	23	17	22	34	10	14	0	0	0	0	166	0	0	0	128	31	51	13	0	0	15	0
ASV.4996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4997	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	36	0	27	0	0	0	0	0	0	0
ASV.4998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.4999	0	0	0	0	0	0	14	0	41	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5	6	4	3	17	0	3	0	5	8	0	0	0	0	0	0	0	4	4	0	12	0	0	0	0	11	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0
ASV.50	39	67	0	0	39	0	35	45	0	0	0	0	0	8	29	62	0	46	23	32	36	0	44	52	48	0	58	0	0	0	0	53	0	60	0	46	85	75	0	46	67	0
ASV.500	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	51	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	98	0	0	0	0	0	0
ASV.5000	245	80	125	110	135	127	0	0	0	0	0	139	104	128	96	157	106	294	88	160	153	152	189	126	187	0	0	0	0	0	191	0	0	0	60	101	278	150	0	66	91	57
ASV.5001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
ASV.5002	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5003	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
ASV.5004	0	0	0	0	0	0	21	42	0	6	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	143	30	522	0	0	5	4	0	0	0	0	33	0	0	0
ASV.5005	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
ASV.5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0
ASV.5008	19	13	16	18	36	12	23	43	19	0	21	0	0	17	0	13	14	0	29	11	0	18	28	0	0	36	12	10	17	0	21	21	27	0	0	0	0	12	33	15	0	14
ASV.5009	44	17	38	0	49	0	0	30	10	6	24	27	13	22	13	27	35	49	27	27	12	23	19	25	17	13	15	24	0	0	38	9	37	20	76	76	24	21	12	12	0	0
ASV.501	0	0	20	0	16	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5010	0	0	0	0	0	10	0	0	0	0	0	3	0	0	5	16	0	31	0	8	4	0	0	7	7	0	0	0	0	0	0	0	0	0	0	8	35	7	0	0	0	0
ASV.5011	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5013	21	0	20	0	12	0	0	35	0	0	0	24	12	19	8	0	18	0	19	23	11	24	27	21	17	0	28	17	23	16	0	0	0	25	0	0	17	25	21	0	0	0
ASV.5014	0	0	106	82	0	94	0	0	0	0	0	87	66	61	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	56	0	0	0	0	50	0	0	0	0	0	83
ASV.5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	73	0	0	0	0	0	0
ASV.5017	23	19	57	31	65	52	69	47	34	34	49	28	67	61	12	0	25	44	77	39	51	44	70	38	18	82	23	145	74	66	61	40	52	88	19	0	0	36	83	16	24	69
ASV.5018	0	0	0	0	0	0	0	37	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5019	43	26	0	21	0	22	10	0	38	0	0	0	0	0	0	0	15	0	0	58	32	56	0	113	0	0	54	0	0	0	0	0	0	24	17	0	0	0	29	0	0	26
ASV.502	35	43	26	56	26	23	79	75	46	25	86	19	0	34	17	31	21	64	43	50	0	54	33	28	13	40	71	62	47	38	31	55	51	143	13	0	24	35	96	29	23	35
ASV.5020	38	19	0	25	21	29	0	0	0	0	0	0	0	30	0	0	0	24	0	22	0	0	0	15	24	0	0	0	18	23	0	0	0	0	0	0	24	0	29	0	0	0
ASV.5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	14	0	0	0
ASV.5022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0
ASV.5023	0	0	0	0	0	0	34	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	52	0	0	32	29	0	0	0	0	49	0	0	0	0
ASV.5024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	9	0
ASV.5025	0	0	37	0	116	35	0	0	0	0	0	19	0	28	4	0	10	16	0	7	0	14	73	9	7	0	0	0	0	0	18	0	0	0	0	0	17	0	0	0	0	5
ASV.5026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.5027	28	29	39	19	0	41	0	0	0	0	0	0	33	0	27	59	58	83	0	83	38	0	37	0	0	0	0	0	0	0	59	0	0	0	0	0	185	35	0	18	38	0
ASV.5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5029	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV.503	0	0	3	0	16	0	0	0	0	0	0	5	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV.5030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5031	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0
ASV.5032	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5033	0	0	0	0	8	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.5034	0	0	12	0	0	0	0	0	11	3	8	0	0	0	0	0	0	0	0	12	0	0	0	0	5	13	0	8	16	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV.5035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
ASV.5036	1576	817	698	524	1539	626	732	707	559	244	371	690	352	579	772	669	600	1209	604	488	566	630	1749	1106	237	1294	579	717	268	564	1433	945	508	375	649	1402	1426	650	532	592	864	728
ASV.5037	0	0	0	14	0	0	13	0	0	0	0	0	0	0	7	14	5	0	0	0	0	8	0	10	0	0	0	39	0	0	0	0	0	3	0	7	6	0	11	0	0	14
ASV.5038	23	22	32	18	20	34	11	0	0	13	18	10	0	11	9	44	36	64	20	35	18	20	17	36	0	28	23	11	14	0	24	0	18	27	63	53	29	27	19	40	26	29
ASV.5039	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	49	0	21	0	0	25	24	0	29	0	0	31	28	0	10
ASV.504	0	0	0	0	30	0	8	0	47	3	9	0	0	6	0	29	0	0	14	0	0	0	15	0	0	48	30	7	7	14	37	10	27	13	17	133	51	64	43	9	58	138
