	Sediment_013	Sediment_014	Sediment_015	Sediment_010	Sediment_011	Sediment_012	Sediment_043	Sediment_044	Sediment_045	Sediment_040	Sediment_041	Sediment_058	Sediment_060	Sediment_055	Sediment_056	Sediment_057	Sediment_004	Sediment_005	Sediment_006	Sediment_001	Sediment_002	Sediment_003	Sediment_007	Sediment_008	Sediment_009	Sediment_034	Sediment_035	Sediment_036	Sediment_031	Sediment_032	Sediment_033	Sediment_037	Sediment_038	Sediment_039	Sediment_049	Sediment_051	Sediment_046	Sediment_047	Sediment_048	Sediment_052	Sediment_053	Sediment_054
ASV.3519	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3520	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3521	0	0	14	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0
ASV.3524	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3525	35	108	190	8	201	42	69	0	52	0	6	217	19	147	15	36	54	40	209	139	21	335	150	123	56	26	15	21	11	0	82	12	10	6	58	60	33	24	14	27	34	102
ASV.3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	173	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3527	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3528	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3529	0	0	0	0	0	0	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.353	74	59	174	84	107	144	101	0	0	0	0	113	117	102	110	0	0	63	59	49	0	0	121	96	50	136	0	210	140	66	143	0	0	0	134	111	0	208	71	109	61	188
ASV.3530	0	12	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	14	0	0	0	0	0	0	0	0
ASV.3531	0	0	34	44	122	59	132	194	140	71	156	80	62	101	0	18	0	31	0	0	0	60	0	25	0	196	237	63	90	62	0	273	164	211	0	20	26	0	212	0	20	26
ASV.3532	0	0	0	0	108	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0
ASV.3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3534	99	8	0	0	0	0	0	0	0	0	0	0	0	0	5	40	0	16	0	0	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	13	35	0	0	8	6	0
ASV.3535	0	0	0	0	0	0	27	29	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	31	0	0	58	49	0	24	0	52	0	0	0	0	48	0	0	0
ASV.3536	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0
ASV.3537	153	119	101	78	64	70	165	222	160	39	60	54	39	65	54	57	54	170	102	64	37	90	134	54	43	203	55	116	91	50	69	110	159	143	35	45	131	108	155	52	55	25
ASV.3538	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3539	64	50	345	80	185	130	106	143	75	25	82	168	86	113	66	58	64	65	77	83	61	165	183	43	27	174	50	140	61	135	400	40	68	69	62	104	124	123	109	49	16	156
ASV.354	55	0	0	0	0	0	267	180	93	0	91	44	45	0	0	80	44	0	0	60	93	0	55	0	0	162	63	356	63	141	0	47	98	107	0	33	0	0	183	0	47	102
ASV.3540	75	62	76	55	31	37	86	216	208	28	200	38	30	25	35	78	45	115	74	46	63	33	65	60	26	194	71	117	75	59	57	140	93	108	26	57	85	61	127	13	30	0
ASV.3541	0	0	20	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	12
ASV.3542	163	0	222	161	101	110	0	0	0	0	0	74	101	0	75	60	98	169	0	136	144	130	132	101	70	0	0	0	0	0	108	0	0	0	91	119	129	0	0	90	0	115
ASV.3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3544	18	0	0	0	0	20	0	0	0	0	0	36	0	0	6	0	0	11	0	0	0	28	77	0	0	0	0	0	0	0	0	17	0	0	0	0	0	24	0	0	0	0
ASV.3545	41	39	0	6	0	0	0	0	11	0	0	8	0	0	21	115	47	81	15	56	88	20	18	38	26	0	0	0	0	0	13	0	0	0	26	111	136	54	0	18	49	19
ASV.3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3547	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	5	15	0	10	0	0	0	0	0	0	0	0	0	0
ASV.3548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.355	0	0	0	0	0	0	0	35	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	20	0	14	0	0	27	19	0	11	0	0	29	0	0	0
ASV.3550	0	0	0	0	25	0	51	19	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	18	22	47	11	12	19	20	11	0	0	0	0	25	0	0	0
ASV.3551	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	10	0	0	0	14	0	15	17	14	0	0	0	0	0	0	15	0	0	0	8	0	22	0
ASV.3552	0	0	0	0	0	0	10	34	19	31	13	0	0	0	0	0	6	0	11	0	0	0	0	0	9	45	25	12	0	7	3	26	31	15	0	0	0	0	23	0	0	0
ASV.3553	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	8	7	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	10	5	10	0	0	0	0	0
ASV.3554	0	0	0	0	40	0	0	0	0	0	0	8	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3555	8	0	0	21	0	0	36	14	0	21	10	0	20	0	0	0	13	0	9	24	19	0	0	0	7	0	0	55	0	0	0	0	16	0	41	0	0	23	26	0	0	0
ASV.3556	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3558	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	5	0	0	4	5	0	0	0	0	0	0	4	0	0	0	3	0	2	0	0	0	0	0
ASV.3559	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	0	7	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV.356	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV.3560	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	5	0	0	0	0	0	0	19	0	0	0	0	11	9	0	0	7	11	0	0	0	0	12	0	0	0	0
ASV.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV.3562	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0
ASV.3563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
ASV.3564	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	23	0	0	0	0	14	0	0	0
ASV.3565	0	0	0	0	0	0	234	251	129	83	140	0	0	0	0	0	0	0	43	0	0	0	0	0	0	199	55	233	149	120	0	88	73	71	0	0	0	0	181	0	0	12
ASV.3566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ASV.3567	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	5
ASV.3568	0	0	20	9	0	0	0	3	0	0	0	12	0	5	7	8	5	0	0	0	0	0	0	12	0	0	0	14	13	23	15	0	0	0	9	0	0	0	0	0	0	20
ASV.3569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.357	13	0	0	0	0	6	0	0	0	6	0	0	9	7	0	10	14	59	0	22	0	0	7	10	16	0	0	0	0	0	0	18	0	0	0	0	22	0	0	14	14	0
ASV.3570	43	0	35	12	12	18	20	53	27	0	26	0	0	0	9	19	34	110	21	15	17	0	33	26	23	17	0	10	16	0	16	53	34	32	8	47	99	22	27	0	19	9
ASV.3571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.3572	0	15	11	0	0	14	19	34	20	10	0	0	0	0	0	0	0	7	0	0	15	0	0	7	0	12	15	37	0	13	20	0	8	0	0	0	0	26	0	13	0	0
ASV.3573	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	5	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.3574	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	12	0
ASV.3575	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV.3576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
ASV.3577	0	0	5	0	0	8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	19	0	0	0	0	0	0	12	0	0	0	11
ASV.3578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV.3579	37	0	0	18	0	16	49	46	60	56	22	0	33	10	0	0	23	11	29	250	27	0	0	10	0	170	160	111	157	105	0	145	154	34	0	0	13	44	98	17	9	18
ASV.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	40	24	0	21	0	0	0	0	0	0	0	0	0
ASV.3580	0	0	0	0	0	0	50	83	72	90	0	0	0	21	0	0	0	0	0	0	0	0	31	14	0	57	52	61	42	96	0	121	104	32	0	0	0	0	55	0	0	13
ASV.3581	134	56	59	46	197	89	0	42	51	0	0	71	0	50	37	95	60	89	59	74	73	58	74	100	100	67	45	0	0	0	102	39	68	33	112	104	125	64	42	52	72	0
ASV.3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.3583	39	27	25	18	19	31	0	0	0	0	0	20	7	18	15	50	74	45	0	48	37	24	38	89	22	0	0	0	0	0	11	0	0	0	0	72	60	16	0	21	39	0
ASV.3584	22	0	0	5	0	0	0	0	0	0	7	0	0	0	5	16	13	51	0	10	15	0	6	12	38	0	7	0	0	0	0	0	0	0	0	5	36	7	5	9	13	0
ASV.3585	27	31	6	17	22	32	14	0	14	2	6	17	0	5	6	14	26	32	13	37	20	19	22	19	16	0	3	0	5	3	10	9	18	11	0	24	27	19	8	10	8	0
ASV.3586	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3587	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV.3588	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3589	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	35	0	0	0	33	0	0	9	0	0	0	0	0	0	0	0	0
ASV.359	81	20	85	71	102	97	9	0	0	0	11	97	70	55	61	49	58	143	44	177	58	103	78	55	98	8	16	9	13	9	100	0	7	19	34	63	129	105	23	38	34	66
ASV.3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3591	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	14	0	0	0	0	37	18	0	0	0	0	0	0	0	0
ASV.3592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ASV.3593	30	15	25	19	14	19	58	54	56	26	25	35	29	22	0	19	0	23	37	19	0	34	43	0	0	46	23	70	62	36	34	77	40	26	0	0	21	22	48	0	21	40
ASV.3594	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV.3595	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3596	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0	0	12	0	0	0	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.3597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3598	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	42	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3599	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.36	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.360	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0	0	7	0	12	41	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
ASV.3600	16	20	34	18	26	17	10	37	17	0	5	12	13	21	9	22	14	12	0	25	18	20	22	16	12	16	4	0	0	0	14	0	12	11	8	11	18	21	14	0	17	0
ASV.3601	0	0	0	0	21	0	0	18	0	7	8	0	0	0	0	0	0	20	0	11	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	7	0	0	14
ASV.3602	0	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3603	100	28	63	233	50	21	10	0	0	13	9	66	21	19	19	30	0	69	39	20	60	57	67	22	22	12	0	22	15	0	84	8	0	0	17	29	54	44	7	15	26	49
ASV.3604	126	59	100	50	41	40	18	0	0	0	0	52	53	90	43	76	49	87	26	64	73	56	56	44	47	0	7	18	0	0	115	0	0	0	21	40	57	84	0	39	42	107
ASV.3605	7	0	9	8	9	0	0	0	0	0	0	8	0	0	11	20	24	20	0	26	7	0	23	12	9	0	0	0	0	0	8	0	0	0	26	38	37	10	0	0	15	0
ASV.3606	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	18	8	0	0	0	16	0	0	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0
ASV.3607	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	13	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV.3609	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0
ASV.361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	22	23	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3610	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
ASV.3611	0	0	0	5	6	11	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	40	39	0	0	13	0	12	128
ASV.3613	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3614	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3615	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3616	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3617	0	0	0	0	0	0	0	6	0	4	65	0	0	0	11	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	33	0	0
ASV.3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	29	0	0	0	0	0	0	0	0	0	0
ASV.3619	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.362	22	0	0	0	0	0	25	12	0	10	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	141	0	0	25	0	0	0	0	0	0	0	0	22
ASV.3620	0	0	0	0	8	0	0	0	23	0	0	0	0	9	0	0	0	9	0	0	9	0	0	0	0	0	0	6	0	0	0	16	0	0	0	0	0	19	0	0	0	0
ASV.3621	11	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3622	0	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	11	0	16	0	0	0	0	0	0	2	0	0	0
ASV.3623	36	19	60	28	46	39	22	0	0	0	0	34	24	43	30	16	24	52	17	36	0	35	68	32	9	0	0	0	0	0	68	0	0	0	8	19	36	54	0	38	19	41
ASV.3624	0	9	0	0	0	0	12	33	15	4	0	0	10	0	11	0	0	10	0	0	0	11	0	34	0	0	0	13	0	0	0	0	0	74	0	0	0	68	0	23	15	11
ASV.3625	25	6	12	22	22	6	24	30	18	8	8	0	18	14	0	17	15	45	18	15	7	14	0	0	9	16	5	12	13	6	15	14	18	24	11	24	13	0	13	0	9	18
ASV.3626	0	9	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	20	0	0	0	0	0	0	0	28	26	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV.3627	0	40	36	55	11	24	13	0	0	0	13	0	0	0	52	45	35	51	0	26	84	0	0	11	0	0	0	0	0	35	18	0	7	6	20	29	43	33	8	22	0	36
ASV.3628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3629	0	0	36	0	67	123	0	57	34	0	0	38	0	0	33	0	0	0	19	0	0	16	44	0	0	132	0	0	0	39	36	55	173	0	0	0	0	0	0	0	0	23
ASV.363	85	40	77	28	23	68	0	0	0	0	0	58	59	55	32	31	16	0	0	31	31	75	61	47	0	0	0	0	0	0	111	0	0	0	77	67	42	44	0	43	29	71
ASV.3630	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV.3631	0	0	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	0	0	4	0	0	31	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	7
ASV.3632	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.3633	45	38	0	47	34	0	455	155	96	58	89	44	56	0	68	19	0	0	64	0	0	0	41	35	0	152	36	477	288	416	0	28	70	67	0	16	0	261	293	40	11	184
ASV.3634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV.3635	0	0	0	0	0	0	18	25	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	39	0	0	0	0	15	0	0	0	0	0	22	0	0	0
ASV.3636	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	18	0	0	0
ASV.3637	0	0	0	0	0	0	130	152	148	66	87	0	0	0	0	0	0	0	19	0	0	0	0	0	0	82	90	60	29	53	0	76	178	53	0	0	0	0	139	0	0	0
ASV.3638	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	76	57	0	0	0	0	0	0	0	0	0	57	0	0	0	0	79	0	0	0	0	64	79
ASV.3639	10	12	10	0	15	30	17	11	10	0	0	0	0	13	0	0	0	0	0	18	23	17	17	18	0	0	0	0	0	0	15	18	0	13	0	0	23	19	13	0	18	11
ASV.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	21	0
ASV.3640	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3641	0	0	0	20	6	0	0	0	0	0	0	0	0	9	18	0	15	23	0	30	0	9	12	19	0	0	0	0	0	0	8	0	0	0	0	7	20	0	0	7	12	8
ASV.3642	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ASV.3643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV.3644	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	4	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0
ASV.3645	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	0	20	0	0
ASV.3646	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	32	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3647	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	12	0	0	0	0
ASV.3648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
ASV.3649	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.365	0	26	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ASV.3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV.3652	0	0	0	0	0	153	212	407	277	149	36	243	56	29	14	0	0	0	17	0	0	0	322	0	0	798	28	415	615	272	45	147	444	83	0	0	0	0	261	22	0	24
ASV.3653	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0
